[ 1] local::disk.partitions.write["vdb1"]
[ 2] local::disk.partitions.write_bytes["vdb1"]
[ 3] local::disk.partitions.read["vdb1"]
[ 4] local::disk.partitions.read_bytes["vdb1"]
[ 5] local::filesys.used["/dev/vdb1"]
[ 6] local::filesys.usedfiles["/dev/vdb1"]

             Column,     1,     2,     3,     4,     5,     6
             Source,local:,local:,local:,local:,local:,local:
             Metric, write,_bytes,  read,_bytes,  used,dfiles
               Inst,  vdb1,  vdb1,  vdb1,  vdb1,/dev/v,/dev/v
              Units,   c/s,   b/s,   c/s,   b/s,     b,  none
2020-08-10 14:42:51,     ?,     ?,     ?,     ?,66.42M,26.00 
2020-08-10 14:42:52, 1.00 ,16.37K, 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:42:53, 0.00 , 0.00 , 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:42:54, 0.00 , 0.00 , 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:42:55, 0.00 , 0.00 , 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:42:56, 0.00 , 0.00 , 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:42:57, 3.00 ,69.61K, 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:42:58, 0.00 , 0.00 , 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:42:59, 0.00 , 0.00 , 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:43:00, 0.00 , 0.00 , 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:43:01, 0.00 , 0.00 , 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:43:02,11.01 ,53.28K, 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:43:03, 0.00 , 0.00 , 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:43:04, 0.00 , 0.00 , 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:43:05, 0.00 , 0.00 , 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:43:06, 0.00 , 0.00 , 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:43:07, 0.00 , 0.00 , 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:43:08, 0.00 , 0.00 , 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:43:09, 0.00 , 0.00 , 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:43:10, 0.00 , 0.00 , 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:43:11, 0.00 , 0.00 , 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:43:12, 0.00 , 0.00 , 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:43:13, 0.00 , 0.00 , 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:43:14, 0.00 , 0.00 , 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:43:15, 0.00 , 0.00 , 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:43:16, 0.00 , 0.00 , 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:43:17, 0.00 , 0.00 , 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:43:18, 0.00 , 0.00 , 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:43:19, 0.00 , 0.00 , 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:43:20, 0.00 , 0.00 , 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:43:21, 0.00 , 0.00 , 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:43:22, 0.00 , 0.00 , 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:43:23, 0.00 , 0.00 , 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:43:24, 0.00 , 0.00 , 0.00 , 0.00 ,66.34M,28.00 
2020-08-10 14:43:25, 0.00 , 0.00 , 0.00 , 0.00 ,66.34M,28.00 
